01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/delete]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.config.CommonConfigController.delete(com.qingqing.api.proto.v1.util.Common$SimpleLongRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/update]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.config.CommonConfigController.update(com.qingqing.test.domain.config.TestCommonConfig)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/find_by_id]}" onto public com.qingqing.test.bean.common.response.SingleResponse<com.qingqing.test.domain.config.TestCommonConfig> com.qingqing.test.controller.config.CommonConfigController.select(com.qingqing.api.proto.v1.util.Common$SimpleLongRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/cron/v1/sync]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.qingqing.test.controller.CronController.sync(com.qingqing.test.manager.ISyncable$SyncType)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/cron/v1/check]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.qingqing.test.controller.CronController.check()
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/cron/v1/event/ignore]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.qingqing.test.controller.CronController.ignoreEvent(int)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/cron/v1/event/resume]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.qingqing.test.controller.CronController.resumeEvent(int)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/download/cross]}" onto public void com.qingqing.test.controller.DownloadController.decodePhone(javax.servlet.http.HttpServletResponse) throws java.io.IOException
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/mock/invoke],methods=[POST]}" onto public java.lang.String com.qingqing.test.controller.mock.CommonMockController.apply(java.lang.String,java.lang.String)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/mock/rule/add],methods=[POST]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.mock.CommonMockController.addRule(com.qingqing.test.domain.mock.MockRule)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/mock/type/delete],methods=[POST]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.mock.CommonMockController.deleteRuleType(com.qingqing.api.proto.v1.util.Common$SimpleLongRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/mock/rule/list],methods=[POST]}" onto public com.qingqing.test.bean.common.response.ListResponse<com.qingqing.test.domain.mock.MockRule> com.qingqing.test.controller.mock.CommonMockController.addgetRuleList(com.qingqing.api.proto.v1.util.Common$SimpleStringRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/mock/type/list],methods=[POST]}" onto public com.qingqing.test.bean.common.response.ListResponse<com.qingqing.test.domain.mock.MockType> com.qingqing.test.controller.mock.CommonMockController.getRuleTypeList()
